psa_id,domain,subcategory,psa_text,word_count,validation_status
PSA_07894,Health,Healthcare Access,Report health concerns early and use official emergency medical contacts.,10,ACCEPT
PSA_07895,Health,Public Health Campaigns,Help prevent high blood pressure: participate in official vaccination campaigns.,10,ACCEPT
PSA_07896,Health,Healthcare Access,Do not rely on rumours about incorrect medicine use. Avoid buying medicine from unauthorized sellers.,15,ACCEPT
PSA_07897,Health,Maternal and Child Health,Breastfeed infants according to health guidance in homes to help prevent missed immunization.,13,ACCEPT
PSA_07898,Health,Mental Health Awareness,Every household should support supportive communication by choosing to learn to recognize signs of emotional distress.,16,ACCEPT
PSA_07899,Health,Disease Prevention and Control,Use insecticide-treated mosquito nets every night to promote sanitation.,9,ACCEPT
PSA_07900,Health,Mental Health Awareness,Prioritize mental healthcare. Learn to recognize signs of emotional distress.,10,ACCEPT
PSA_07901,Health,Healthcare Access,"For better universal health coverage, keep emergency health information easily accessible.",11,ACCEPT
PSA_07902,Health,Disease Prevention and Control,"When visiting border areas, clean frequently touched surfaces.",8,ACCEPT
PSA_07903,Health,Mental Health Awareness,Avoid using harmful language about mental health to strengthen professional counselling in public hospitals.,14,ACCEPT
PSA_07904,Health,Disease Prevention and Control,Promote safer communities through vaccination. Avoid sharing personal items with infected persons.,12,ACCEPT
PSA_07905,Health,Mental Health Awareness,Seek help from school counselling departments and use healthy methods to manage stress.,13,ACCEPT
PSA_07906,Health,Mental Health Awareness,"To improve mental healthcare in health facilities, contact a recognized health facility for professional guidance.",15,ACCEPT
PSA_07907,Health,Public Health Campaigns,public health campaign teams reminds people living with chronic conditions to seek early diagnosis when symptoms persist.,17,ACCEPT
PSA_07908,Health,Disease Prevention and Control,Protect vulnerable people from COVID-19. Follow verified public-health guidance.,9,ACCEPT
PSA_07909,Health,Maternal and Child Health,Help protect pregnant women by choosing to deliver at a recognized health facility.,13,ACCEPT
PSA_07910,Health,Disease Prevention and Control,Reduce the spread of dengue fever: isolate when advised by a healthcare professional.,13,ACCEPT
PSA_07911,Health,Public Health Campaigns,Ministry of Health advises immediate action against preventable infections: follow instructions issued during national health campaigns.,16,ACCEPT
PSA_07912,Health,Maternal and Child Health,Support community health by choosing to register pregnant women with the nearest health facility.,14,ACCEPT
PSA_07913,Health,Maternal and Child Health,maternal health clinics warns that pregnancy complications may affect pregnant women. Attend postnatal care appointments.,15,ACCEPT
PSA_07914,Health,Mental Health Awareness,Take action against substance misuse: listen without judgment to people experiencing distress.,12,ACCEPT
PSA_07915,Health,Disease Prevention and Control,Protect vulnerable people from water-borne disease. Avoid sharing personal items with infected persons.,13,ACCEPT
PSA_07916,Health,Disease Prevention and Control,Wash your hands regularly with soap and clean water to strengthen community health in homes.,15,ACCEPT
PSA_07917,Health,Maternal and Child Health,Reduce health risks in maternity hospitals. Monitor children for signs of illness.,12,ACCEPT
PSA_07918,Health,Healthcare Access,Help prevent unlicensed healthcare providers: visit a recognized health facility when medical care is needed.,15,ACCEPT
PSA_07919,Health,Healthcare Access,Take preventive action in community outreach centres. Verify that healthcare providers are properly licensed.,14,ACCEPT
PSA_07920,Health,Disease Prevention and Control,Avoid the dangers of contaminated drinking water: ensure children receive routine immunization.,12,ACCEPT
PSA_07921,Health,Public Health Campaigns,Adopt healthy eating habits. This guidance is intended for community groups.,11,ACCEPT
PSA_07922,Health,Healthcare Access,Support community health by choosing to report suspected counterfeit medicines to the authorities.,13,ACCEPT
PSA_07923,Health,Public Health Campaigns,Choose early care over delayed treatment. Dispose of household waste safely.,11,ACCEPT
PSA_07924,Health,Disease Prevention and Control,Ministry of Health warns that delayed disease reporting may affect school communities. Notify community health workers about unusual symptoms.,19,ACCEPT
PSA_07925,Health,Maternal and Child Health,Good postnatal care starts with one action: seek advice about family planning from qualified providers.,15,ACCEPT
PSA_07926,Health,Mental Health Awareness,Refer individuals to recognized support services as part of good emotional support.,12,ACCEPT
PSA_07927,Health,Healthcare Access,Seek help from health insurance authorities and verify that healthcare providers are properly licensed.,14,ACCEPT
PSA_07928,Health,Mental Health Awareness,Do not wait for symptoms to worsen. Avoid self-medicating for emotional distress.,12,ACCEPT
PSA_07929,Health,Mental Health Awareness,Respond quickly when health risks appear. Create safe and supportive school environments.,12,ACCEPT
PSA_07930,Health,Healthcare Access,Community protection begins with you. Visit a recognized health facility when medical care is needed.,15,ACCEPT
PSA_07931,Health,Mental Health Awareness,Act early to prevent mental health stigma. Report bullying to the appropriate authority.,13,ACCEPT
PSA_07932,Health,Public Health Campaigns,Keep children and families safe from unsafe food handling. Register for available public health programmes.,15,ACCEPT
PSA_07933,Health,Public Health Campaigns,"People living with chronic conditions, remember to remain physically active according to health guidance.",14,ACCEPT
PSA_07934,Health,Maternal and Child Health,child welfare clinics: Take prescribed supplements as directed in maternity hospitals.,11,ACCEPT
PSA_07935,Health,Disease Prevention and Control,disease surveillance teams advises community leaders to store food safely and cook it thoroughly.,14,ACCEPT
PSA_07936,Health,Healthcare Access,Report discrimination or denial of essential healthcare. Protect yourself and those around you.,13,ACCEPT
PSA_07937,Health,Healthcare Access,health insurance authorities: Avoid buying medicine from unauthorized sellers in emergency departments.,12,ACCEPT
PSA_07938,Health,Disease Prevention and Control,Clean frequently touched surfaces as advised by Kenya Red Cross Society.,11,ACCEPT
PSA_07939,Health,Public Health Campaigns,Good disease screening starts with one action: reduce the consumption of harmful substances.,13,ACCEPT
PSA_07940,Health,Mental Health Awareness,Act early to prevent bullying. Encourage open and respectful conversations about mental health.,13,ACCEPT
PSA_07941,Health,Healthcare Access,Follow treatment instructions carefully and use available mobile clinics in remote areas.,12,ACCEPT
PSA_07942,Health,Maternal and Child Health,Protect yourself from dehydration in children: attend postnatal care appointments.,10,ACCEPT
PSA_07943,Health,Public Health Campaigns,Seek screening for common preventable diseases before unhealthy lifestyles becomes more serious.,12,ACCEPT
PSA_07944,Health,Mental Health Awareness,"If you are in religious centres, learn to recognize signs of emotional distress.",13,ACCEPT
PSA_07945,Health,Maternal and Child Health,Help prevent delayed antenatal care: ensure pregnant women sleep under treated mosquito nets.,13,ACCEPT
PSA_07946,Health,Maternal and Child Health,Ensure children receive all routine vaccinations in homes to help prevent unsafe delivery practices.,14,ACCEPT
PSA_07947,Health,Healthcare Access,Register for available public health insurance programmes.,7,ACCEPT
PSA_07948,Health,Disease Prevention and Control,Help prevent tuberculosis: clean frequently touched surfaces.,7,ACCEPT
PSA_07949,Health,Disease Prevention and Control,community health services encourages vulnerable households to isolate when advised by a healthcare professional.,14,ACCEPT
PSA_07950,Health,Public Health Campaigns,Encourage family members to attend health campaigns to strengthen healthy living in workplaces.,13,ACCEPT
PSA_07951,Health,Mental Health Awareness,"Students, remember to participate in mental health awareness programmes.",9,ACCEPT
PSA_07952,Health,Public Health Campaigns,Young people are advised to participate in community clean-up activities.,10,ACCEPT
PSA_07953,Health,Healthcare Access,Protect your health today. Register for available public health insurance programmes.,11,ACCEPT
PSA_07954,Health,Healthcare Access,Do not wait for symptoms to worsen. Use available mobile clinics in remote areas.,14,ACCEPT
PSA_07955,Health,Public Health Campaigns,Make community sanitation part of everyday life. Seek screening for common preventable diseases.,13,ACCEPT
PSA_07956,Health,Disease Prevention and Control,"During a risk of dengue fever, use insecticide-treated mosquito nets every night.",12,ACCEPT
PSA_07957,Health,Public Health Campaigns,Keep your community safe: register for available public health programmes.,10,ACCEPT
PSA_07958,Health,Mental Health Awareness,Take action against lack of social support: create safe and supportive school environments.,13,ACCEPT
PSA_07959,Health,Disease Prevention and Control,Reduce health risks in community centres. Follow official vaccination schedules.,10,ACCEPT
PSA_07960,Health,Mental Health Awareness,County Mental Health Services: Participate in mental health awareness programmes in social support groups.,14,ACCEPT
PSA_07961,Health,Disease Prevention and Control,Timely care matters. Clean frequently touched surfaces.,7,ACCEPT
PSA_07962,Health,Maternal and Child Health,local health facilities: Support mothers in accessing maternal healthcare to reduce the risk of missed immunization.,16,ACCEPT
PSA_07963,Health,Maternal and Child Health,Make family planning part of everyday life. Register pregnant women with the nearest health facility.,15,ACCEPT
PSA_07964,Health,Healthcare Access,Stay safe from long distances to health facilities. Keep all medical appointment dates.,13,ACCEPT
PSA_07965,Health,Maternal and Child Health,Do not rely on rumours about preventable maternal deaths. Seek advice about family planning from qualified providers.,17,ACCEPT
PSA_07966,Health,Healthcare Access,Keep all medical appointment dates before lack of emergency care becomes more serious.,13,ACCEPT
PSA_07967,Health,Maternal and Child Health,Monitor children for signs of illness as part of good child immunization.,12,ACCEPT
PSA_07968,Health,Maternal and Child Health,Provide children with a balanced diet to strengthen family planning in homes.,12,ACCEPT
PSA_07969,Health,Mental Health Awareness,Protect public health in urban neighbourhoods: learn to recognize signs of emotional distress.,13,ACCEPT
PSA_07970,Health,Maternal and Child Health,Prioritize child immunization. Monitor children for signs of illness.,9,ACCEPT
PSA_07971,Health,Maternal and Child Health,Caregivers must keep the child's immunization records safely when necessary.,10,ACCEPT
PSA_07972,Health,Mental Health Awareness,"To support community support, support people seeking counselling or treatment.",10,ACCEPT
PSA_07973,Health,Public Health Campaigns,Avoid the dangers of poor personal hygiene: participate in official vaccination campaigns.,12,ACCEPT
PSA_07974,Health,Mental Health Awareness,Every community can reduce burnout. Create safe and supportive school environments.,11,ACCEPT
PSA_07975,Health,Public Health Campaigns,"When signs of unhealthy lifestyles appear, encourage family members to attend health campaigns.",13,ACCEPT
PSA_07976,Health,Maternal and Child Health,Protect public health in community health centres: seek treatment promptly when a child has difficulty breathing.,16,ACCEPT
PSA_07977,Health,Public Health Campaigns,Register for available public health programmes as part of good public awareness.,12,ACCEPT
PSA_07978,Health,Maternal and Child Health,Promote safer communities through infant nutrition. Provide children with a balanced diet.,12,ACCEPT
PSA_07979,Health,Maternal and Child Health,Seek treatment promptly when a child has difficulty breathing whenever you are in rural health facilities.,16,ACCEPT
PSA_07980,Health,Disease Prevention and Control,Visit the nearest health facility for testing. This guidance is intended for food handlers.,14,ACCEPT
PSA_07981,Health,Disease Prevention and Control,"When visiting food preparation areas, remove stagnant water around homes.",10,ACCEPT
PSA_07982,Health,Public Health Campaigns,Avoid unsafe practices that increase poor sanitation. Check your blood pressure regularly.,12,ACCEPT
PSA_07983,Health,Maternal and Child Health,community health services advises immediate action against anaemia during pregnancy: provide children with a balanced diet.,16,ACCEPT
PSA_07984,Health,Healthcare Access,Take action against poor access to health facilities: keep emergency health information easily accessible.,14,ACCEPT
PSA_07985,Health,Disease Prevention and Control,Every household should support community protection by choosing to follow verified public-health guidance.,13,ACCEPT
PSA_07986,Health,Mental Health Awareness,Reduce health risks in social support groups. Learn to recognize signs of emotional distress.,14,ACCEPT
PSA_07987,Health,Mental Health Awareness,Support people seeking counselling or treatment and encourage others to do the same.,13,ACCEPT
PSA_07988,Health,Healthcare Access,Take preventive action in local health centres. Carry relevant health records when visiting a clinic.,15,ACCEPT
PSA_07989,Health,Mental Health Awareness,Promote respectful workplace wellness practices. Do not ignore the risk of workplace stress.,13,ACCEPT
PSA_07990,Health,Public Health Campaigns,Good health education starts with one action: maintain a clean home and neighbourhood.,13,ACCEPT
PSA_07991,Health,Disease Prevention and Control,Small actions can prevent food-borne illness. Keep homes and public spaces clean.,12,ACCEPT
PSA_07992,Health,Maternal and Child Health,Report severe bleeding or persistent pain immediately to protect women of reproductive age from malnutrition.,15,ACCEPT
PSA_07993,Health,Maternal and Child Health,Protect your health today. Keep the child's immunization records safely.,10,ACCEPT
PSA_07994,Health,Public Health Campaigns,local government authorities reminds parents to seek screening for common preventable diseases.,12,ACCEPT
PSA_07995,Health,Disease Prevention and Control,Do not wait for symptoms to worsen. Remove stagnant water around homes.,12,ACCEPT
PSA_07996,Health,Mental Health Awareness,"Together, we can prevent lack of social support. Speak to a trusted adult or qualified counsellor when overwhelmed.",18,ACCEPT
PSA_07997,Health,Disease Prevention and Control,County Department of Health urges market traders to isolate when advised by a healthcare professional.,15,ACCEPT
PSA_07998,Health,Maternal and Child Health,Small actions can prevent pregnancy complications. Seek advice about family planning from qualified providers.,14,ACCEPT
PSA_07999,Health,Healthcare Access,Protect others by making the safe choice to seek early medical care before symptoms become severe.,16,ACCEPT
PSA_08000,Health,Mental Health Awareness,Seek help from Ministry of Health and avoid using harmful language about mental health.,14,ACCEPT
PSA_08001,Health,Mental Health Awareness,"Together, we can prevent family conflict. Report bullying to the appropriate authority.",12,ACCEPT
PSA_08002,Health,Disease Prevention and Control,Seek help from local health authorities and seek medical attention when symptoms appear.,13,ACCEPT
PSA_08003,Health,Public Health Campaigns,Support local disease-prevention activities as part of good public health.,10,ACCEPT
PSA_08004,Health,Healthcare Access,Young people should seek early medical care before symptoms become severe.,11,ACCEPT
PSA_08005,Health,Mental Health Awareness,Seek professional mental health support when needed and follow verified advice from licensed counselling centres.,15,ACCEPT
PSA_08006,Health,Disease Prevention and Control,Kenya Red Cross Society warns that measles may affect market traders. Cover your mouth and nose when coughing or sneezing.,20,ACCEPT
PSA_08007,Health,Public Health Campaigns,County Department of Health reminds parents to follow instructions issued during national health campaigns.,14,ACCEPT
PSA_08008,Health,Maternal and Child Health,Pregnant women: Provide children with a balanced diet.,8,ACCEPT
PSA_08009,Health,Public Health Campaigns,Adopt healthy eating habits in rural communities to help prevent low vaccination coverage.,13,ACCEPT
PSA_08010,Health,Public Health Campaigns,Act now for better health. Reduce the consumption of harmful substances.,11,ACCEPT
PSA_08011,Health,Disease Prevention and Control,School communities should notify community health workers about unusual symptoms.,10,ACCEPT
PSA_08012,Health,Public Health Campaigns,Do your part to reduce unsafe food handling. Attend health education sessions.,12,ACCEPT
PSA_08013,Health,Mental Health Awareness,Keep children and families safe from family conflict. Participate in mental health awareness programmes.,14,ACCEPT
PSA_08014,Health,Disease Prevention and Control,Promote safer communities through community protection. Seek medical attention when symptoms appear.,12,ACCEPT
PSA_08015,Health,Maternal and Child Health,Families with young children are encouraged to breastfeed infants according to health guidance.,13,ACCEPT
PSA_08016,Health,Public Health Campaigns,Avoid unsafe practices that increase high blood pressure. Seek early diagnosis when symptoms persist.,14,ACCEPT
PSA_08017,Health,Healthcare Access,Residents of remote areas should keep all medical appointment dates.,10,ACCEPT
PSA_08018,Health,Public Health Campaigns,Protect yourself from non-communicable diseases: follow verified health information.,9,ACCEPT
PSA_08019,Health,Mental Health Awareness,Ministry of Health: Challenge false information about mental illness in rural communities.,12,ACCEPT
PSA_08020,Health,Public Health Campaigns,Follow instructions issued during national health campaigns in community centres to help prevent preventable infections.,15,ACCEPT
PSA_08021,Health,Disease Prevention and Control,Wash your hands regularly with soap and clean water to strengthen preventive healthcare in border areas.,16,ACCEPT
PSA_08022,Health,Healthcare Access,Support vulnerable family members in attending medical visits and follow verified advice from community health services.,16,ACCEPT
PSA_08023,Health,Mental Health Awareness,Act early to prevent delayed access to counselling. Create safe and supportive school environments.,14,ACCEPT
PSA_08024,Health,Disease Prevention and Control,Good vaccination starts with one action: cover your mouth and nose when coughing or sneezing.,15,ACCEPT
PSA_08025,Health,Healthcare Access,Everyone in rehabilitation centres should use available mobile clinics in remote areas.,12,ACCEPT
PSA_08026,Health,Healthcare Access,"For reliable advice, contact mobile health clinics and verify that healthcare providers are properly licensed.",15,ACCEPT
PSA_08027,Health,Public Health Campaigns,Help protect workers by choosing to seek early diagnosis when symptoms persist.,12,ACCEPT
PSA_08028,Health,Maternal and Child Health,Prioritize infant nutrition. Support mothers in accessing maternal healthcare.,9,ACCEPT
PSA_08029,Health,Mental Health Awareness,Reduce the spread of misinformation about mental health: avoid self-medicating for emotional distress.,13,ACCEPT
PSA_08030,Health,Mental Health Awareness,Reduce health risks in counselling centres. Promote respectful workplace wellness practices.,11,ACCEPT
PSA_08031,Health,Healthcare Access,Avoid unsafe practices that increase lack of emergency care. Keep all medical appointment dates.,14,ACCEPT
PSA_08032,Health,Healthcare Access,Make health a priority. Use available mobile clinics in remote areas.,11,ACCEPT
PSA_08033,Health,Disease Prevention and Control,Keep homes and public spaces clean to protect families and communities.,11,ACCEPT
PSA_08034,Health,Mental Health Awareness,Young people should follow treatment advice from qualified professionals.,9,ACCEPT
PSA_08035,Health,Disease Prevention and Control,"Residents of affected areas, remember to complete all prescribed medication.",10,ACCEPT
PSA_08036,Health,Disease Prevention and Control,"To support public hygiene, isolate when advised by a healthcare professional.",11,ACCEPT
PSA_08037,Health,Maternal and Child Health,Respond quickly when health risks appear. Provide children with a balanced diet.,12,ACCEPT
PSA_08038,Health,Mental Health Awareness,"For better mental health awareness, contact a recognized health facility for professional guidance.",13,ACCEPT
PSA_08039,Health,Public Health Campaigns,Workers must attend health education sessions when necessary.,8,ACCEPT
PSA_08040,Health,Disease Prevention and Control,Do not rely on rumours about influenza. Notify community health workers about unusual symptoms.,14,ACCEPT
PSA_08041,Health,Disease Prevention and Control,Use insecticide-treated mosquito nets every night to protect travellers from poor sanitation.,12,ACCEPT
PSA_08042,Health,Public Health Campaigns,public health campaign teams advises workers to reduce the consumption of harmful substances.,13,ACCEPT
PSA_08043,Health,Public Health Campaigns,Do not rely on rumours about non-communicable diseases. Maintain a clean home and neighbourhood.,14,ACCEPT
PSA_08044,Health,Mental Health Awareness,"When visiting rehabilitation centres, use healthy methods to manage stress.",10,ACCEPT
PSA_08045,Health,Mental Health Awareness,"For better stigma reduction, create safe and supportive school environments.",10,ACCEPT
PSA_08046,Health,Healthcare Access,People living with chronic conditions are encouraged to confirm health insurance information through official offices.,15,ACCEPT
PSA_08047,Health,Healthcare Access,Register for available public health insurance programmes. public hospitals reminds rural households to act early.,15,ACCEPT
PSA_08048,Health,Mental Health Awareness,Learn to recognize signs of emotional distress to promote psychological support.,11,ACCEPT
PSA_08049,Health,Healthcare Access,Register births and medical records through official channels as part of good health service access.,15,ACCEPT
PSA_08050,Health,Maternal and Child Health,Verified health information protects communities. Register pregnant women with the nearest health facility.,13,ACCEPT
PSA_08051,Health,Maternal and Child Health,Avoid unsafe practices that increase pregnancy complications. Keep the child's immunization records safely.,13,ACCEPT
PSA_08052,Health,Mental Health Awareness,workplace wellness programmes: Support people seeking counselling or treatment to reduce the risk of substance misuse.,16,ACCEPT
PSA_08053,Health,Maternal and Child Health,Take action against missed immunization: follow safe infant feeding practices.,10,ACCEPT
PSA_08054,Health,Maternal and Child Health,Register pregnant women with the nearest health facility. Do not ignore the risk of anaemia during pregnancy.,17,ACCEPT
PSA_08055,Health,Maternal and Child Health,Deliver at a recognized health facility to protect families with young children from maternal infection.,15,ACCEPT
PSA_08056,Health,Disease Prevention and Control,Everyone in urban neighbourhoods should store food safely and cook it thoroughly.,12,ACCEPT
PSA_08057,Health,Mental Health Awareness,Support people seeking counselling or treatment whenever you are in homes.,11,ACCEPT
PSA_08058,Health,Healthcare Access,Good essential healthcare starts with one action: use official emergency medical contacts.,12,ACCEPT
PSA_08059,Health,Maternal and Child Health,Early prevention saves lives. Ensure children receive all routine vaccinations.,10,ACCEPT
PSA_08060,Health,Mental Health Awareness,"When visiting universities, participate in mental health awareness programmes.",9,ACCEPT
PSA_08061,Health,Maternal and Child Health,Support mothers in accessing maternal healthcare. Early action can reduce the effects of low birth weight.,16,ACCEPT
PSA_08062,Health,Mental Health Awareness,Follow guidance from Ministry of Health: refer individuals to recognized support services.,12,ACCEPT
PSA_08063,Health,Maternal and Child Health,"Together, we can prevent maternal infection. Take prescribed supplements as directed.",11,ACCEPT
PSA_08064,Health,Disease Prevention and Control,Keep children and families safe from tuberculosis. Report suspected disease outbreaks to health authorities.,14,ACCEPT
PSA_08065,Health,Maternal and Child Health,Choose safe health practices. Take newborns for scheduled health check-ups.,10,ACCEPT
PSA_08066,Health,Healthcare Access,Residents of remote areas are advised to register for available public health insurance programmes.,14,ACCEPT
PSA_08067,Health,Mental Health Awareness,Take regular breaks during periods of intense work or study whenever you are in youth centres.,16,ACCEPT
PSA_08068,Health,Disease Prevention and Control,"Parents and caregivers, remember to avoid sharing personal items with infected persons.",12,ACCEPT
PSA_08069,Health,Healthcare Access,Ministry of Health urges older adults to verify that healthcare providers are properly licensed.,14,ACCEPT
PSA_08070,Health,Public Health Campaigns,"When visiting schools, check your blood pressure regularly.",8,ACCEPT
PSA_08071,Health,Public Health Campaigns,Follow verified health information in county referral hospitals to help prevent high blood pressure.,14,ACCEPT
PSA_08072,Health,Disease Prevention and Control,Use trusted sources when learning about poor sanitation. Notify community health workers about unusual symptoms.,15,ACCEPT
PSA_08073,Health,Disease Prevention and Control,Use insecticide-treated mosquito nets every night to promote disease surveillance.,10,ACCEPT
PSA_08074,Health,Healthcare Access,Members of the public should keep all medical appointment dates.,10,ACCEPT
PSA_08075,Health,Maternal and Child Health,"To keep urban clinics safe, deliver at a recognized health facility.",11,ACCEPT
PSA_08076,Health,Healthcare Access,public hospitals advises residents of remote areas to seek referrals through recognized health facilities.,14,ACCEPT
PSA_08077,Health,Public Health Campaigns,Keep children and families safe from substance misuse. Seek screening for common preventable diseases.,14,ACCEPT
PSA_08078,Health,Mental Health Awareness,community health services advises teachers to contact a recognized health facility for professional guidance.,14,ACCEPT
PSA_08079,Health,Healthcare Access,Confirm health insurance information through official offices. This guidance is intended for rural households.,14,ACCEPT
PSA_08080,Health,Maternal and Child Health,Small actions can prevent childhood illness. Attend postnatal care appointments.,10,ACCEPT
PSA_08081,Health,Disease Prevention and Control,"Together, we can prevent poor sanitation. Use insecticide-treated mosquito nets every night.",12,ACCEPT
PSA_08082,Health,Mental Health Awareness,Support prevention efforts in workplaces. Refer individuals to recognized support services.,11,ACCEPT
PSA_08083,Health,Healthcare Access,local health facilities reminds people with disabilities to attend regular check-ups for chronic health conditions.,15,ACCEPT
PSA_08084,Health,Disease Prevention and Control,Remove stagnant water around homes to strengthen health screening in food preparation areas.,13,ACCEPT
PSA_08085,Health,Public Health Campaigns,Ministry of Health: Maintain a clean home and neighbourhood.,9,ACCEPT
PSA_08086,Health,Mental Health Awareness,Prioritize stress management. Encourage open and respectful conversations about mental health.,11,ACCEPT
PSA_08087,Health,Maternal and Child Health,County Department of Health reminds women of reproductive age to consult a trained healthcare provider before taking medicine.,18,ACCEPT
PSA_08088,Health,Disease Prevention and Control,disease surveillance teams: Follow verified public-health guidance in community centres.,10,ACCEPT
PSA_08089,Health,Maternal and Child Health,Follow official health guidance. Provide children with a balanced diet.,10,ACCEPT
PSA_08090,Health,Public Health Campaigns,Keep health records safe and seek screening for common preventable diseases.,11,ACCEPT
PSA_08091,Health,Healthcare Access,Good affordable healthcare starts with one action: report suspected counterfeit medicines to the authorities.,14,ACCEPT
PSA_08092,Health,Disease Prevention and Control,Use approved health services and clean frequently touched surfaces.,9,ACCEPT
PSA_08093,Health,Healthcare Access,Attend regular check-ups for chronic health conditions as advised by local health facilities.,13,ACCEPT
PSA_08094,Health,Mental Health Awareness,"If you suspect delayed access to counselling, take regular breaks during periods of intense work or study.",17,ACCEPT
PSA_08095,Health,Maternal and Child Health,Make health a priority. Take prescribed supplements as directed.,9,ACCEPT
PSA_08096,Health,Maternal and Child Health,"Caregivers, remember to attend postnatal care appointments.",7,ACCEPT
PSA_08097,Health,Mental Health Awareness,Students are advised to maintain supportive connections with family and friends.,11,ACCEPT
PSA_08098,Health,Maternal and Child Health,community health services: Deliver at a recognized health facility in urban clinics.,12,ACCEPT
PSA_08099,Health,Disease Prevention and Control,Do not rely on rumours about tuberculosis. Use insecticide-treated mosquito nets every night.,13,ACCEPT
PSA_08100,Health,Healthcare Access,Report discrimination or denial of essential healthcare before lack of health information becomes more serious.,15,ACCEPT
PSA_08101,Health,Maternal and Child Health,Attend all scheduled antenatal clinic visits to prevent avoidable harm in community outreach centres.,14,ACCEPT
PSA_08102,Health,Healthcare Access,Prevent avoidable illness. Verify that healthcare providers are properly licensed.,10,ACCEPT
PSA_08103,Health,Public Health Campaigns,"Members of the public, remember to seek early diagnosis when symptoms persist.",12,ACCEPT
PSA_08104,Health,Public Health Campaigns,Reduce the spread of poor sanitation: seek screening for common preventable diseases.,12,ACCEPT
PSA_08105,Health,Disease Prevention and Control,Do not wait for symptoms to worsen. Follow verified public-health guidance.,11,ACCEPT
PSA_08106,Health,Disease Prevention and Control,local health authorities urges travellers to notify community health workers about unusual symptoms.,13,ACCEPT
PSA_08107,Health,Disease Prevention and Control,"During a risk of measles, remove stagnant water around homes.",10,ACCEPT
PSA_08108,Health,Healthcare Access,Timely care matters. Ask healthcare workers for clear treatment instructions.,10,ACCEPT
PSA_08109,Health,Public Health Campaigns,Prioritize public awareness. Use public sanitation facilities responsibly.,8,ACCEPT
PSA_08110,Health,Mental Health Awareness,Act early to prevent workplace stress. Seek professional mental health support when needed.,13,ACCEPT
PSA_08111,Health,Healthcare Access,Help protect older adults by choosing to confirm health insurance information through official offices.,14,ACCEPT
PSA_08112,Health,Healthcare Access,Avoid unsafe practices that increase unlicensed healthcare providers. Register births and medical records through official channels.,16,ACCEPT
PSA_08113,Health,Public Health Campaigns,community health services: Check your blood pressure regularly.,8,ACCEPT
PSA_08114,Health,Disease Prevention and Control,Reduce the spread of poor sanitation: store food safely and cook it thoroughly.,13,ACCEPT
PSA_08115,Health,Disease Prevention and Control,Follow verified public-health guidance. Protect yourself and those around you.,10,ACCEPT
PSA_08116,Health,Mental Health Awareness,Community protection begins with you. Participate in mental health awareness programmes.,11,ACCEPT
PSA_08117,Health,Public Health Campaigns,Support community health by choosing to attend free health screening events.,11,ACCEPT
PSA_08118,Health,Healthcare Access,Follow guidance from health insurance authorities: keep emergency health information easily accessible.,12,ACCEPT
PSA_08119,Health,Healthcare Access,Do not wait for symptoms to worsen. Visit a recognized health facility when medical care is needed.,17,ACCEPT
PSA_08120,Health,Healthcare Access,Seek early medical care before symptoms become severe whenever you are in public hospitals.,14,ACCEPT
PSA_08121,Health,Public Health Campaigns,Follow treatment instructions carefully and dispose of household waste safely.,10,ACCEPT
PSA_08122,Health,Healthcare Access,Everyone in rehabilitation centres should seek early medical care before symptoms become severe.,13,ACCEPT
PSA_08123,Health,Mental Health Awareness,Support prevention efforts in public hospitals. Check regularly on people who may need support.,14,ACCEPT
PSA_08124,Health,Maternal and Child Health,Reduce health risks in maternity hospitals. Register pregnant women with the nearest health facility.,14,ACCEPT
PSA_08125,Health,Healthcare Access,"When signs of health insurance fraud appear, attend regular check-ups for chronic health conditions.",14,ACCEPT
PSA_08126,Health,Maternal and Child Health,Timely care matters. Monitor children for signs of illness.,9,ACCEPT
PSA_08127,Health,Disease Prevention and Control,local health authorities urges parents and caregivers to follow official vaccination schedules.,12,ACCEPT
PSA_08128,Health,Public Health Campaigns,Stay safe from unsafe food handling. Avoid spreading unverified medical claims.,11,ACCEPT
PSA_08129,Health,Mental Health Awareness,Make emotional support part of everyday life. Avoid using harmful language about mental health.,14,ACCEPT
PSA_08130,Health,Disease Prevention and Control,Seek medical attention when symptoms appear as part of good vaccination.,11,ACCEPT
PSA_08131,Health,Public Health Campaigns,"For better health education, follow verified health information.",8,ACCEPT
PSA_08132,Health,Mental Health Awareness,Avoid the dangers of delayed access to counselling: refer individuals to recognized support services.,14,ACCEPT
PSA_08133,Health,Disease Prevention and Control,Avoid the dangers of poor sanitation: complete all prescribed medication.,10,ACCEPT
PSA_08134,Health,Maternal and Child Health,Take action against preventable childhood deaths: deliver at a recognized health facility.,12,ACCEPT
PSA_08135,Health,Public Health Campaigns,Ministry of Health reminds school communities to maintain a clean home and neighbourhood.,13,ACCEPT
PSA_08136,Health,Disease Prevention and Control,Make health a priority. Clean frequently touched surfaces.,8,ACCEPT
PSA_08137,Health,Public Health Campaigns,"Together, we can prevent poor sanitation. Check your blood pressure regularly.",11,ACCEPT
PSA_08138,Health,Public Health Campaigns,Reduce the consumption of harmful substances. Do not ignore the risk of misinformation about health.,15,ACCEPT
PSA_08139,Health,Maternal and Child Health,"If you suspect pregnancy complications, ensure children receive all routine vaccinations.",11,ACCEPT
